id,text,amr,ground_truth,response_final,pred,response_final_amr,pred_amr,label_direct,label_amr,did_llm_failed,helpfulness
logic_test_0030,I would never buy a Buick. My father owned two of them and both of them had frequent transmission problems. Buicks obviously break down all the time.,"(m / multi-sentence~6
    :snt1 (b2 / buy-01~3
        :ARG0 (i / i~0)
        :ARG1 (c / car-make~5
            :name (n / name~5
                :op1 ""Buick""~5))
        :polarity -~2
        :time (e / ever~2))
    :snt2 (a2 / and~13
        :op1 (o2 / own-01~9
            :ARG0 (p / person~8
                :ARG0-of (h2 / have-rel-role-91~8
                    :ARG1 (i2 / i~7)
                    :ARG2 (f / father~8)))
            :ARG1 (t / they~12
                :quant 2~10
                :poss (s / show~22)))
        :op2 (h / have-03~17
            :ARG0 t
            :ARG1 (p2 / problem~20
                :ARG1-of (f2 / frequent-02~18)
                :topic (t3 / transmit-01~19))))
    :snt3 (b / break-down-12~24
        :ARG1 (c2 / car-make~22
            :name (n2 / name~22
                :op1 ""Buicks""~22))
        :ARG1-of (o / obvious-01~23)
        :time (t2 / time~28
            :mod (a / all~26))))
",faulty generalization,The fallacy present in the text is Faulty Generalization.,faulty generalization,The fallacy type present in the text is Faulty Generalization.,faulty generalization,1,1,0,0
logic_test_0031,"“We must accept the traditions of the men of old time who affirm themselves to be the offspring of the gods - that is what they say - and they must surely have known their own ancestors. How can we doubt the word of the children of the gods?” - Plato, Timaeus","(m2 / multi-sentence~38
    :snt1 (a5 / and~29
        :op1 (o / obligate-01~2
            :ARG1 (a / accept-01~3
                :ARG0 (w / we~1)
                :ARG1 (t2 / tradition~5
                    :poss (m / man~8
                        :ARG0-of (a2 / affirm-01~13
                            :ARG1 (h / have-rel-role-91~18
                                :ARG0 m
                                :ARG1 (g / god~21)
                                :ARG2 (o3 / offspring~18))
                            :ARG1-of (s / say-01~27
                                :ARG0 m))
                        :time (t / time~11
                            :mod (o4 / old~10))))))
        :op2 (o2 / obligate-01~31
            :ARG2 (k / know-01~34
                :ARG0 m
                :ARG1 (p / person~37
                    :ARG0-of (h2 / have-rel-role-91~37
                        :ARG1 m
                        :ARG2 (a4 / ancestor~37)))
                :ARG1-of (s2 / sure-02~32))))
    :snt2 (p4 / possible-01~40
        :ARG1 (d / doubt-01~42
            :ARG0 (w2 / we~41)
            :ARG1 (w3 / word~44
                :source (p2 / person~47
                    :ARG0-of (h3 / have-rel-role-91~47
                        :ARG1 g
                        :ARG2 (c / child~47)))))
        :manner (a3 / amr-unknown~39)
        :snt2 (p5 / publication-91~55
            :ARG0 (p3 / person~54
                :name (n / name~54
                    :op1 ""Plato""~54))
            :ARG1 (b / book~56
                :name (n2 / name~56
                    :op1 ""Timaeus""~56)))))
",circular reasoning,The fallacy type present in the text is Appeal to Tradition.,,The fallacy type present in the text is the Appeal to Tradition fallacy. This fallacy occurs when someone argues that a belief or practice is correct or justified simply because it has been accepted or followed,,0,0,1,0
logic_test_0032,Has your psychology department stopped teaching that ineffective approach to therapy yet?,"(s / stop-01~4
    :ARG0 (d / department~3
        :poss (y2 / you~1)
        :topic (p / psychology~2))
    :ARG1 (t / teach-01~5
        :ARG0 d
        :ARG1 (a2 / approach-02~8
            :ARG0-of (e / effective-04~7
                :polarity -~9)
            :ARG1 (t3 / therapy~10)
            :mod (t2 / that~6)))
    :polarity (a / amr-unknown~12)
    :time (y / yet~11))
",circular reasoning,The fallacy present in the text is an example of the Ad Hominem fallacy. This fallacy occurs when someone attacks the person making an argument rather than addressing the argument itself. In this,ad hominem,The fallacy type present in the text is the Fallacy of Credibility.,fallacy of credibility,0,0,1,0
logic_test_0033,"Bill: Hey, did you hear we have a new operating system out now?  It is better than anything else out there because we just released it!
Steve: What’s it called?
Bill: Windows Vista!
Steve: Sounds wonderful!  I can’t wait until all of your users install it on all their computers!
","(m2 / multi-sentence~15
    :rel (y2 / you~52)
    :snt1 (s / say-01~1
        :ARG0 (p / person~0
            :name (n / name~0
                :op1 ""Bill""~0
                :op1 ""Bill""~36))
        :ARG1 (h3 / hear-01~6
            :ARG0 (y / you~5)
            :ARG1 (h / have-03~8
                :ARG0 (w2 / we~7)
                :ARG1 (s4 / system~12
                    :ARG0-of (o / operate-01~11)
                    :ARG1-of (n4 / new-01~10))
                :time (n5 / now~14))
            :polarity (a2 / amr-unknown~15))
        :mod (h4 / hey~2
            :mode expressive~2))
    :snt2 (h2 / have-degree-91~18
        :ARG1 (i3 / it~16)
        :ARG1-of (c2 / cause-01~24
            :ARG0 (r / release-01~27
                :ARG0 (w3 / we~25)
                :ARG1 i3
                :time (j / just~26)))
        :ARG2 (g / good-02~18)
        :ARG3 (m / more~18)
        :ARG4 (a3 / anything~20
            :location (o2 / out-there~23)
            :mod (e / else~21)))
    :snt3 (c / call-01~34
        :ARG1 (i4 / it~33)
        :ARG2 m2)
    :snt4 (p4 / product~38
        :name (n3 / name~38
            :op1 ""Windows""~38
            :op2 ""Vista""~39))
    :snt5 (s2 / say-01~42
        :ARG0 (p2 / person~30
            :name (n2 / name~30
                :op1 ""Steve""~30))
        :ARG1 (s3 / sound-01~43
            :ARG1 i4
            :ARG2 (w4 / wonderful-03~44)))
    :snt6 (w / wait-01~48
        :ARG1 (i / i~46)
        :time (u / until~49
            :op1 (i2 / install-01~54
                :ARG0 (p3 / person~53
                    :ARG0-of (u2 / use-01~53)
                    :mod (a / all~50))
                :ARG1 i3
                :ARG2 (c3 / computer~59
                    :mod a
                    :poss p3)))))
",fallacy of credibility,The fallacy present in the text is the Fallacy of Credibility.,fallacy of credibility,The fallacy type present in the text is the Fallacy of Credibility.,fallacy of credibility,1,1,0,0
logic_test_0034,It takes faith to believe in God just like it takes faith to believe in the Easter Bunny -- but at least the Easter Bunny is based on a creature that actually exists!,"(c / contrast-01~19
    :ARG1 (t / take-10~1
        :ARG0 (b2 / believe-01~4
            :ARG1 (p / person~6
                :name (n / name~6
                    :op1 ""God""~6)))
        :ARG1 (f / faith~2)
        :ARG1-of (r / resemble-01~8
            :ARG2 (t2 / take-10~10
                :ARG0 (b3 / believe-01~13
                    :ARG1 (t3 / thing~17
                        :name (n2 / name~23
                            :op1 ""Easter""~16
                            :op2 ""Bunny""~17)))
                :ARG1 (f2 / faith~11))))
    :ARG2 (b / base-02~26
        :ARG1 t3
        :ARG2 (c2 / creature~29
            :ARG1-of (e / exist-01~32
                :ARG1-of (a / actual-02~31)))
        :mod (a2 / at-least~21)))
",appeal to emotion,The fallacy present in the text is a False Analogy.,,The fallacy type present in the text is False Analogy.,,0,0,1,0
logic_test_0035,"When asked about his comments Trump made on his tape with Billy Bush, Trump responded, “It’s locker room talk, and it’s one of those things. I will knock the hell out of ISIS. We’re going to defeat ISIS. ISIS happened a number of years ago in a vacuum that was left because of bad judgment. And I will tell you, I will take care of ISIS.”","(m / multi-sentence~62
    :rel (k / knock-out-03~32
        :ARG0 (i / i~30)
        :ARG1 (c4 / criminal-organization~37
            :name (n3 / name~37
                :op1 ""ISIS""~37))
        :degree (h / hell~34))
    :snt1 (r / respond-01~15
        :ARG0 (p2 / person~14
            :name (n2 / name~14
                :op1 ""Trump""~14))
        :ARG1 (a / and~23
            :op1 (t / talk-01~21
                :location (r2 / room~20
                    :mod (l2 / locker~19)))
            :op2 (i3 / include-91~25
                :ARG1 t
                :ARG2 (t6 / thing~28
                    :mod (t5 / that~27))))
        :time (a3 / ask-01~1
            :ARG1 (c3 / comment-01~4
                :ARG0 p2
                :accompanier (p / person~12
                    :name (n / name~11
                        :op1 ""Billy""~11
                        :op2 ""Bush""~12))
                :medium (t2 / tape~9
                    :poss p2)
                :time (b2 / before~51
                    :quant (n5 / number~48
                        :op1 (t4 / temporal-quantity~50
                            :quant 1~50
                            :unit (y / year~50)))
                    :op1 (n4 / now~51)))
            :ARG2 p2))
    :snt2 r
    :snt3 (d / defeat-01~42
        :ARG0 i
        :ARG1 c4
        :location (v / vacuum~54
            :ARG1-of (l / leave-12~57
                :ARG1-of (c2 / cause-01~58
                    :ARG0 (j / judge-01~61
                        :ARG1-of (b / bad-02~60))))))
    :snt4 (a2 / and~63
        :op2 (t3 / tell-01~66
            :ARG0 (i2 / i~64)
            :ARG1 (c / care-03~72
                :ARG0 i2
                :ARG1 c4)
            :ARG2 (y2 / you~67))))
",fallacy of relevance,"The fallacy present in the text is the Fallacy of Relevance. Specifically, it is an example of a Red Herring fallacy. In this case, Trump's response to the question about",fallacy of relevance,"Based on the given text and its AMR, the fallacy type present in the text is the Fallacy of Relevance. This fallacy occurs when an argument is based on premises that are not",fallacy of relevance,1,1,0,0
logic_test_0036,"""Truly helps cramming for a test: my psychological test is crowded and I have an A.""","(h2 / help-01~2
    :ARG1 (c2 / cram-01~3
        :ARG0 (i / i~8)
        :ARG2 (t / test-01~6
            :ARG1 i))
    :ARG1-of (t3 / true-01~1)
    :ARG1-of (c / cause-01~7
        :ARG0 (a / and~13
            :op1 (c3 / crowd-01~12
                :ARG1 (t2 / test-01~10
                    :ARG1 i
                    :mod (p / psychology~9)))
            :op2 (h / have-03~15
                :ARG0 i
                :ARG1 (s / score-on-scale-91~17
                    :ARG1 A~17)))))
",false causality,The fallacy present in the text is a Faulty Generalization. This is because the author is making a general claim that cramming for a test truly helps based on their personal experience with a psychological,faulty generalization,"Based on the text and its AMR, the fallacy type present in the text is the Fallacy of Relevance.",fallacy of relevance,0,0,1,0
logic_test_0037,"assumes that if many people act or believe a certain way, it must be the right way","(a2 / assume-02~0
    :ARG1 (o / obligate-01~13
        :ARG2 (w2 / way~17
            :ARG1-of (r / right-02~16))
        :condition (o2 / or~6
            :op1 (a / act-02~5
                :ARG0 (p / person~4
                    :quant (m / many~3))
                :ARG1 (w / way~10
                    :mod (c / certain~9)))
            :op2 (b / believe-01~7
                :ARG0 p
                :ARG1 w))))
",ad populum,The fallacy type present in the text is Ad Populum.,ad populum,"The fallacy type present in the text is ""Ad Populum."" This fallacy occurs when someone argues that a claim must be true or correct because a large number of people believe or act in a",ad populum,1,1,0,0
logic_test_0038,"We should go inside; the last time the clouds were that dark, there was a tornado.","(r / recommend-01~1
    :ARG1 (g / go-02~2
        :ARG0 (w / we~0)
        :ARG4 (i / inside~3))
    :ARG1-of (c / cause-01~4
        :ARG0 (t2 / tornado~17
            :time (d / dark-02~12
                :ARG1 (c2 / cloud~9)
                :degree (t / that~11)
                :mod (l / last~6))))
    :ARG2 w)
",faulty generalization,The fallacy present in the text is False Causality.,false causality,The fallacy type present in the text is False Causality.,false causality,0,0,1,0
logic_test_0039,Everyone is/is not doing it! It must/must not be a good thing!,"(m / multi-sentence~7
    :snt1 (s / slash~2
        :op1 (d / do-02~5
            :ARG0 (e / everyone~0)
            :ARG1 (i / it~6))
        :op2 (d2 / do-02~5
            :ARG0 e
            :ARG1 i
            :polarity -~4))
    :snt2 (o / obligate-01~11
        :ARG2 (g / good-02~15
            :ARG1 (i2 / it~8)
            :polarity -~12)))
",ad populum,"The fallacy present in the text is ""Ad Populum."" This fallacy occurs when someone argues that a claim must be true or false based on the popularity or widespread belief in it. In this",ad populum,"The fallacy type present in the text is the False Dilemma fallacy. This fallacy occurs when only two options are presented as the only possibilities, ignoring other potential options or shades of gray",false dilemma,1,0,0,-1
